,University,Address,City,Longitude,Latitude,Percent Receiving Financial Aid,Average Net Price,Total Applied,Total Admitted,SAT Reading/Writing 25th Percentile,SAT Reading/Writing 75th Percentile,SAT Math 25th Percentile,SAT Math 75th Percentile,ACT Composite 25th Percentile,ACT Composite 75th Percentile,Student-to-Faculty Ratio,Acceptance Rate,Academic Cluster,Academic Profile,Venue Cluster,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,Venue Profile
313,George Fox University,414 N Meridian St,Newberg,-122.96749399999999,45.303629,89.0,29925.0,2888.0,2377.0,520.0,630.0,500.0,600.0,21.0,27.0,14.0,82.30609418282549,1,Least Selective/Lower Scores,1,Coffee Shop,Wine Bar,Brewery,American Restaurant,Grocery Store,Winery,Burger Joint,New American Restaurant,Pizza Place,Restaurant,Chinese Restaurant,Gourmet Shop,Gym / Fitness Center,Bar,Sandwich Place,Outdoor Attractions
314,George Mason University,4400 University Dr,Fairfax,-77.307428,38.829976,50.0,,19557.0,15852.0,570.0,660.0,550.0,660.0,24.0,30.0,17.0,81.05537659150176,0,Less Selective/Medium Scores,1,Pizza Place,Coffee Shop,Mediterranean Restaurant,Deli / Bodega,Park,Greek Restaurant,Donut Shop,Vietnamese Restaurant,Comic Shop,Thai Restaurant,Sushi Restaurant,Salon / Barbershop,Beer Bar,Taco Place,Mexican Restaurant,Outdoor Attractions
315,George Washington University,2121 I Street  NW,Washington,-77.048363,38.899229999999996,66.0,39600.0,26512.0,11101.0,640.0,720.0,640.0,740.0,29.0,32.0,13.0,41.87160531080266,3,Most Selective/Highest Scores,0,Monument / Landmark,Hotel,Park,Coffee Shop,Art Museum,American Restaurant,Gym / Fitness Center,Falafel Restaurant,French Restaurant,Trail,Bakery,Performing Arts Venue,Garden,Gastropub,Outdoor Sculpture,Coffee and Casual
316,Georgetown College,400 East College Street,Georgetown,-84.55376700000001,38.207615000000004,93.0,19852.0,3629.0,1740.0,510.0,580.0,505.0,565.0,20.0,26.0,11.0,47.94709286304767,1,Least Selective/Lower Scores,3,Pizza Place,American Restaurant,Mexican Restaurant,Fast Food Restaurant,Garden,Japanese Restaurant,Fried Chicken Joint,Bakery,Wings Joint,Park,Coffee Shop,Supermarket,Liquor Store,Pharmacy,Hardware Store,Variety of Cuisines
317,Georgetown University,37th and O St NW,Washington,-77.073463,38.908809000000005,42.0,28509.0,22872.0,3320.0,680.0,750.0,690.0,780.0,31.0,34.0,11.0,14.515564882826162,3,Most Selective/Highest Scores,0,Ice Cream Shop,Park,Seafood Restaurant,Hotel,Falafel Restaurant,Art Museum,Coffee Shop,Grocery Store,Pizza Place,Monument / Landmark,Sandwich Place,Church,Food Truck,Juice Bar,Gastropub,Coffee and Casual
318,Georgia College & State University,231 W Hancock Street,Milledgeville,-83.231962,33.082786999999996,80.0,,4329.0,3367.0,570.0,650.0,540.0,630.0,23.0,27.0,17.0,77.77777777777779,0,Less Selective/Medium Scores,4,Fast Food Restaurant,Sandwich Place,Pharmacy,American Restaurant,Japanese Restaurant,Discount Store,Bar,Grocery Store,Mexican Restaurant,Pizza Place,Coffee Shop,Bagel Shop,Gym / Fitness Center,Greek Restaurant,Paper / Office Supplies Store,Pizza and Dessert
319,Georgia Institute of Technology-Main Campus,225 North Ave,Atlanta,-84.394832,33.772420000000004,67.0,,35644.0,7673.0,680.0,750.0,710.0,790.0,31.0,34.0,18.0,21.52676467287622,3,Most Selective/Highest Scores,0,Mediterranean Restaurant,Park,Asian Restaurant,Southern / Soul Food Restaurant,American Restaurant,Donut Shop,Music Venue,Seafood Restaurant,Football Stadium,Mexican Restaurant,Bakery,Gym,Bar,Brewery,Basketball Stadium,Coffee and Casual
320,Georgia Southern University,1332 Southern Drive,Statesboro,-81.78404499999999,32.426153,70.0,,11522.0,7797.0,540.0,610.0,520.0,590.0,21.0,25.0,20.0,67.67054330845339,1,Least Selective/Lower Scores,3,Mexican Restaurant,Coffee Shop,Seafood Restaurant,Ice Cream Shop,Bakery,Pizza Place,Steakhouse,Plaza,American Restaurant,BBQ Joint,Hardware Store,Frozen Yogurt Shop,Performing Arts Venue,Donut Shop,Sandwich Place,Variety of Cuisines
321,Georgia Southwestern State University,800 Georgia Southwestern State University Dr.,Americus,-84.217738,32.054662,65.0,,1283.0,889.0,480.0,580.0,460.0,540.0,18.0,22.0,16.0,69.29072486360094,2,Less Selective/Lowest Scores,4,Pizza Place,Fast Food Restaurant,Construction & Landscaping,Fried Chicken Joint,Gas Station,Mexican Restaurant,Sandwich Place,Pharmacy,Discount Store,Grocery Store,Food,American Restaurant,Hotel,Ice Cream Shop,Breakfast Spot,Pizza and Dessert
322,Georgia State University,33 gilmer st,Atlanta,-84.38667,33.7527,76.0,,16348.0,11668.0,540.0,630.0,520.0,620.0,21.0,26.0,23.0,71.372644971862,1,Least Selective/Lower Scores,0,Trail,History Museum,Café,Park,Mexican Restaurant,Breakfast Spot,Pizza Place,Farmers Market,Greek Restaurant,Coffee Shop,Market,Beer Store,Outdoor Sculpture,Beer Bar,Theater,Coffee and Casual
323,Georgian Court University,900 Lakewood Ave,Lakewood,-74.228186,40.099616999999995,82.0,22757.0,2087.0,1513.0,465.0,570.0,470.0,560.0,17.0,24.0,12.0,72.49640632486823,2,Less Selective/Lowest Scores,3,Convenience Store,Pizza Place,Fast Food Restaurant,Pharmacy,Coffee Shop,Golf Course,Sandwich Place,Mexican Restaurant,Sushi Restaurant,Italian Restaurant,Bar,Gym / Fitness Center,Gym,Bagel Shop,Trail,Variety of Cuisines
324,Gonzaga University,E 502 Boone Ave,Spokane,-117.400625,47.666531,97.0,35612.0,8402.0,5513.0,600.0,670.0,590.0,680.0,25.0,30.0,11.0,65.6153296834087,0,Less Selective/Medium Scores,1,American Restaurant,Coffee Shop,Bar,Brewery,Mexican Restaurant,Burger Joint,Pizza Place,Grocery Store,Hotel,Park,Liquor Store,Lounge,Beer Bar,Gift Shop,Breakfast Spot,Outdoor Attractions
325,Gordon College,255 Grapevine Rd,Wenham,-70.82151,42.590567,98.0,28773.0,3062.0,2311.0,530.0,650.0,520.0,635.0,22.0,30.0,11.0,75.47354670150229,0,Less Selective/Medium Scores,0,Ice Cream Shop,American Restaurant,Beach,Scenic Lookout,Grocery Store,Italian Restaurant,Coffee Shop,Park,Seafood Restaurant,Bakery,Chinese Restaurant,Mexican Restaurant,Gym,Bar,Sporting Goods Shop,Coffee and Casual
326,Gordon State College,419 College Dr,Barnesville,-84.15450799999999,33.04571,77.0,,2120.0,1496.0,440.0,530.0,410.0,510.0,15.0,20.0,20.0,70.56603773584905,2,Less Selective/Lowest Scores,2,Discount Store,Fast Food Restaurant,Pizza Place,Food,Gas Station,Sandwich Place,Grocery Store,Video Store,Farm,BBQ Joint,Supermarket,Breakfast Spot,Fried Chicken Joint,African Restaurant,Ice Cream Shop,Fast Food
327,Goshen College,1700 S Main St,Goshen,-85.827795,41.563582000000004,89.0,18519.0,1248.0,824.0,490.0,620.0,505.0,590.0,20.0,27.0,11.0,66.02564102564102,1,Least Selective/Lower Scores,3,Mexican Restaurant,Coffee Shop,Ice Cream Shop,Bar,Pizza Place,American Restaurant,Bakery,Bookstore,Steakhouse,Golf Course,Multiplex,Gym,Park,Grocery Store,Thrift / Vintage Store,Variety of Cuisines
328,Governors State University,1 University Pky,University Park,-87.716441,41.449103,67.0,,1507.0,578.0,440.0,535.0,420.0,510.0,16.0,20.0,10.0,38.354346383543465,2,Less Selective/Lowest Scores,4,Pizza Place,Mexican Restaurant,Sandwich Place,Fast Food Restaurant,Breakfast Spot,Pharmacy,Department Store,Lounge,Chinese Restaurant,Sushi Restaurant,Bakery,Gym / Fitness Center,Bar,Park,Movie Theater,Pizza and Dessert
329,Grace College and Theological Seminary,200 Seminary Dr,Winona Lake,-85.814228,41.22595,81.0,20577.0,3739.0,3058.0,510.0,640.0,510.0,610.0,20.0,27.0,19.0,81.78657395025408,1,Least Selective/Lower Scores,3,American Restaurant,Mexican Restaurant,Fast Food Restaurant,Restaurant,Supermarket,Sandwich Place,Chinese Restaurant,Pizza Place,Coffee Shop,Burger Joint,Steakhouse,Furniture / Home Store,Seafood Restaurant,Café,Grocery Store,Variety of Cuisines
330,Graceland University-Lamoni,1 University Place,Lamoni,-93.92489300000001,40.615966,78.0,18923.0,3004.0,1744.0,470.0,550.0,480.0,560.0,18.0,23.0,14.0,58.055925432756325,2,Less Selective/Lowest Scores,4,Rest Area,Pizza Place,Burger Joint,Antique Shop,Tourist Information Center,Coffee Shop,Discount Store,Video Store,Restaurant,Gas Station,Grocery Store,Farm,English Restaurant,Food & Drink Shop,Ethiopian Restaurant,Pizza and Dessert
331,Grambling State University,403 Main Street,Grambling,-92.713245,32.523796999999995,86.0,,3275.0,3103.0,420.0,518.0,410.0,500.0,16.0,19.0,24.0,94.74809160305342,2,Less Selective/Lowest Scores,4,Discount Store,Gym / Fitness Center,Fast Food Restaurant,Fried Chicken Joint,Mobile Phone Shop,Cosmetics Shop,Coffee Shop,American Restaurant,Baseball Field,Liquor Store,Gun Range,Grocery Store,Golf Course,Mexican Restaurant,Boutique,Pizza and Dessert
332,Grand Valley State University,1 Campus Dr,Allendale,-85.889826,42.963001,66.0,,17133.0,14178.0,530.0,630.0,520.0,610.0,21.0,27.0,16.0,82.75258273507266,1,Least Selective/Lower Scores,1,Coffee Shop,Ice Cream Shop,Park,Pizza Place,Sandwich Place,Football Stadium,Liquor Store,Brewery,Salon / Barbershop,Discount Store,College Cafeteria,Performing Arts Venue,Bagel Shop,Gym,Dog Run,Outdoor Attractions
333,Grand View University,1200 Grandview Ave,Des Moines,-93.604352,41.620813,92.0,17946.0,1597.0,1469.0,460.0,550.0,460.0,560.0,18.0,23.0,12.0,91.98497182216656,2,Less Selective/Lowest Scores,1,Italian Restaurant,Burger Joint,Bar,BBQ Joint,Taco Place,Steakhouse,Grocery Store,Coffee Shop,Clothing Store,Mediterranean Restaurant,Basketball Stadium,Beer Bar,Pool Hall,Theater,Thai Restaurant,Outdoor Attractions
334,Green Mountain College,One Brennan Circle,Poultney,-73.241862,43.517784999999996,98.0,20947.0,950.0,680.0,520.0,610.0,470.0,570.0,17.0,25.0,14.0,71.57894736842105,1,Least Selective/Lower Scores,1,Farmers Market,Convenience Store,American Restaurant,State / Provincial Park,Grocery Store,Donut Shop,Diner,Bar,Cuban Restaurant,Financial or Legal Service,Eye Doctor,Courthouse,Fabric Shop,Fair,Falafel Restaurant,Outdoor Attractions
335,Greensboro College,815 W Market St,Greensboro,-79.800232,36.071082000000004,85.0,21507.0,1977.0,879.0,470.0,580.0,440.0,560.0,16.0,22.0,10.0,44.46130500758726,2,Less Selective/Lowest Scores,1,Pizza Place,Brewery,Eastern European Restaurant,Southern / Soul Food Restaurant,Burger Joint,Hotel,Park,Taco Place,Coffee Shop,Plaza,Restaurant,Bar,Gym,Baseball Stadium,Theater,Outdoor Attractions
336,Greenville University,315 E. College Ave,Greenville,-89.40824,38.894162,96.0,21464.0,2147.0,1039.0,470.0,580.0,450.0,570.0,18.0,24.0,11.0,48.39310666045645,1,Least Selective/Lower Scores,4,Pizza Place,Hotel,Fried Chicken Joint,Sandwich Place,American Restaurant,Hardware Store,Pharmacy,Truck Stop,Fast Food Restaurant,Gas Station,Coffee Shop,Baseball Field,Mexican Restaurant,Chinese Restaurant,Golf Course,Pizza and Dessert
337,Grinnell College,1121 Park Street,Grinnell,-92.722094,41.747952000000005,84.0,30808.0,7349.0,1792.0,670.0,745.0,700.0,785.0,30.0,34.0,9.0,24.384269968703226,3,Most Selective/Highest Scores,4,Pizza Place,Hotel,Sandwich Place,Grocery Store,Fast Food Restaurant,American Restaurant,Gas Station,Ice Cream Shop,Mexican Restaurant,Rest Area,Chinese Restaurant,Pharmacy,Gun Shop,Gym / Fitness Center,Bank,Pizza and Dessert
338,Grove City College,100 Campus Dr,Grove City,-80.08148100000001,41.1558,66.0,21187.0,1814.0,1434.0,590.0,640.0,495.0,635.0,24.0,30.0,13.0,79.05181918412349,0,Less Selective/Medium Scores,4,Clothing Store,Accessories Store,Sandwich Place,Discount Store,Ice Cream Shop,American Restaurant,Bank,Diner,Pizza Place,Donut Shop,Gift Shop,Gas Station,Outlet Mall,Mexican Restaurant,Coffee Shop,Pizza and Dessert
339,Gwynedd Mercy University,1325 Sumneytown Pike,Gwynedd Valley,-75.23660100000001,40.202804,73.0,23694.0,1213.0,1116.0,480.0,560.0,460.0,550.0,18.0,23.0,10.0,92.0032976092333,2,Less Selective/Lowest Scores,0,Grocery Store,Golf Course,Convenience Store,Italian Restaurant,American Restaurant,Pizza Place,Brewery,Supermarket,Gym,Restaurant,Bagel Shop,Bakery,Gym / Fitness Center,Bar,Cosmetics Shop,Coffee and Casual
340,Hamilton College,198 College Hill Rd,Clinton,-75.40819499999999,43.050245000000004,55.0,27809.0,6240.0,1328.0,670.0,740.0,680.0,770.0,31.0,34.0,9.0,21.28205128205128,3,Most Selective/Highest Scores,4,Bar,Italian Restaurant,Farmers Market,Pizza Place,Donut Shop,Gas Station,Diner,Breakfast Spot,Construction & Landscaping,Convenience Store,Supermarket,Fast Food Restaurant,Field,Pharmacy,Golf Course,Pizza and Dessert
341,Hamline University,1536 Hewitt Avenue,Saint Paul,-93.164479,44.966246000000005,96.0,22079.0,4794.0,3219.0,540.0,660.0,520.0,620.0,20.0,27.0,12.0,67.14643304130162,0,Less Selective/Medium Scores,1,Brewery,Pizza Place,American Restaurant,Coffee Shop,Grocery Store,Arts & Crafts Store,Bakery,Dessert Shop,Lake,Thai Restaurant,Theater,Theme Park,Zoo Exhibit,Breakfast Spot,Vegetarian / Vegan Restaurant,Outdoor Attractions
342,Hampden-Sydney College,College Road,Hampden-Sydney,-78.46421600000001,37.240615000000005,99.0,33725.0,3239.0,1912.0,530.0,630.0,520.0,620.0,21.0,28.0,11.0,59.030564989194204,1,Least Selective/Lower Scores,2,American Restaurant,Fast Food Restaurant,Gas Station,Discount Store,Department Store,Video Game Store,Sandwich Place,Hardware Store,Trail,Supermarket,BBQ Joint,Convenience Store,Gym / Fitness Center,Wings Joint,Pharmacy,Fast Food
343,Hanover College,517 Ball Drive,Hanover,-85.460051,38.715641999999995,100.0,21548.0,3229.0,2562.0,520.0,640.0,520.0,620.0,22.0,27.0,12.0,79.34344998451533,0,Less Selective/Medium Scores,4,Discount Store,Sandwich Place,Gas Station,Fast Food Restaurant,Café,Pizza Place,Convenience Store,American Restaurant,Trail,Bar,Park,Deli / Bodega,Frozen Yogurt Shop,Restaurant,Gym / Fitness Center,Pizza and Dessert
344,Hardin-Simmons University,2200 Hickory,Abilene,-99.73564,32.476434000000005,94.0,21306.0,1766.0,1487.0,500.0,590.0,500.0,580.0,18.0,24.0,12.0,84.20158550396376,1,Least Selective/Lower Scores,3,Mexican Restaurant,Grocery Store,Coffee Shop,American Restaurant,Deli / Bodega,Hotel,Ice Cream Shop,Chinese Restaurant,Sandwich Place,Burger Joint,Seafood Restaurant,Fried Chicken Joint,Rock Club,Bar,Fast Food Restaurant,Variety of Cuisines
345,Harding University,915 E. Market Ave.,Searcy,-91.72604100000001,35.247337,85.0,19580.0,1927.0,1438.0,540.0,660.0,520.0,640.0,22.0,29.0,16.0,74.6237675142709,0,Less Selective/Medium Scores,2,Fast Food Restaurant,Discount Store,Coffee Shop,Sandwich Place,Mexican Restaurant,American Restaurant,Japanese Restaurant,BBQ Joint,Department Store,Breakfast Spot,Grocery Store,Asian Restaurant,Pharmacy,Truck Stop,Gym / Fitness Center,Fast Food
346,Hartwick College,One Hartwick Drive,Oneonta,-75.07199399999999,42.457599,97.0,23873.0,4165.0,3471.0,510.0,610.0,560.0,580.0,21.0,26.0,10.0,83.3373349339736,1,Least Selective/Lower Scores,1,Italian Restaurant,Café,Coffee Shop,Pharmacy,Mexican Restaurant,Bakery,Bar,American Restaurant,Pizza Place,Ice Cream Shop,College Gym,BBQ Joint,Bagel Shop,Baseball Field,Thai Restaurant,Outdoor Attractions
347,Harvard University,Massachusetts Hall,Cambridge,-71.118313,42.374471,43.0,17590.0,42749.0,2024.0,720.0,780.0,740.0,800.0,33.0,35.0,7.0,4.734613675173689,3,Most Selective/Highest Scores,0,Bakery,Café,Brewery,New American Restaurant,Park,Indie Movie Theater,Bookstore,Wine Bar,Pizza Place,Gym,Donut Shop,Cheese Shop,Meze Restaurant,Mexican Restaurant,Lounge,Coffee and Casual
348,Harvey Mudd College,301 Platt Blvd.,Claremont,-117.70983700000001,34.106515,68.0,38768.0,4101.0,594.0,720.0,760.0,770.0,800.0,34.0,35.0,8.0,14.484272128749085,3,Most Selective/Highest Scores,3,Mexican Restaurant,Ice Cream Shop,Bakery,Gastropub,Mediterranean Restaurant,Gym,Garden,Brewery,Fast Food Restaurant,Italian Restaurant,Grocery Store,American Restaurant,Mountain,Salad Place,Café,Variety of Cuisines
349,Haskell Indian Nations University,155 Indian Ave,Lawrence,-95.232879,38.938834,86.0,,287.0,194.0,465.0,525.0,453.0,495.0,15.0,20.0,21.0,67.59581881533101,2,Less Selective/Lowest Scores,1,Pizza Place,Burger Joint,Fast Food Restaurant,Bakery,Coffee Shop,Mexican Restaurant,Brewery,Asian Restaurant,Bar,College Quad,Fried Chicken Joint,College Gym,Toy / Game Store,Cajun / Creole Restaurant,Breakfast Spot,Outdoor Attractions
350,Hastings College,710 N Turner Ave,Hastings,-98.374403,40.59025,94.0,21351.0,1944.0,1248.0,470.0,580.0,470.0,550.0,19.0,25.0,12.0,64.19753086419753,2,Less Selective/Lowest Scores,4,Pizza Place,Bar,Sandwich Place,Fast Food Restaurant,American Restaurant,Gym / Fitness Center,Mexican Restaurant,ATM,Bakery,Bank,Grocery Store,Salon / Barbershop,Seafood Restaurant,Chinese Restaurant,Supplement Shop,Pizza and Dessert
351,Haverford College,370  Lancaster Ave,Haverford,-75.305207,40.007452,48.0,25362.0,4672.0,878.0,680.0,750.0,690.0,780.0,32.0,34.0,8.0,18.79280821917808,3,Most Selective/Highest Scores,0,Brewery,Gourmet Shop,Convenience Store,Farmers Market,Park,Breakfast Spot,Bakery,Mexican Restaurant,Coffee Shop,Cycle Studio,Grocery Store,Beer Bar,Sandwich Place,Electronics Store,Music Venue,Coffee and Casual
352,Hawaii Pacific University,1 Aloha Tower Drive,Honolulu,-157.859645,21.310306,63.0,27688.0,6168.0,4634.0,520.0,620.0,500.0,600.0,19.0,26.0,15.0,75.12970168612192,1,Least Selective/Lower Scores,0,Japanese Restaurant,Bakery,Hawaiian Restaurant,Cocktail Bar,Coffee Shop,Chinese Restaurant,Grocery Store,Vietnamese Restaurant,Restaurant,Café,Stationery Store,Steakhouse,Monument / Landmark,Gym,Farmers Market,Coffee and Casual
353,Heidelberg University,310 E Market St,Tiffin,-83.168387,41.114833000000004,98.0,23411.0,1757.0,1284.0,500.0,590.0,490.0,580.0,19.0,25.0,13.0,73.07911212293683,1,Least Selective/Lower Scores,4,Pharmacy,Pizza Place,Golf Course,Mexican Restaurant,Fast Food Restaurant,Bar,Asian Restaurant,American Restaurant,Sandwich Place,Coffee Shop,Ice Cream Shop,Theater,Donut Shop,Supermarket,Grocery Store,Pizza and Dessert
354,Henderson State University,1100 Henderson Street,Arkadelphia,-93.059703,34.128155,87.0,,2856.0,2586.0,488.0,570.0,490.0,560.0,19.0,25.0,14.0,90.54621848739495,2,Less Selective/Lowest Scores,2,Fast Food Restaurant,Discount Store,Sandwich Place,Gas Station,American Restaurant,Pizza Place,Platform,Pharmacy,BBQ Joint,Donut Shop,Video Game Store,Mexican Restaurant,ATM,Big Box Store,Hotel,Fast Food
355,Hendrix College,1600 Washington Ave,Conway,-92.443256,35.101565,100.0,22732.0,1545.0,1115.0,600.0,700.0,560.0,690.0,27.0,32.0,10.0,72.168284789644,0,Less Selective/Medium Scores,1,Coffee Shop,American Restaurant,Pizza Place,Café,Ice Cream Shop,Restaurant,BBQ Joint,Taco Place,Sandwich Place,Bakery,Dessert Shop,Gym / Fitness Center,Trail,Chinese Restaurant,Toy / Game Store,Outdoor Attractions
356,High Point University,One University Parkway,High Point,-79.994675,35.972035,77.0,39229.0,10098.0,7770.0,550.0,630.0,540.0,620.0,22.0,27.0,14.0,76.94592988710636,1,Least Selective/Lower Scores,3,Mexican Restaurant,Fast Food Restaurant,Pizza Place,Coffee Shop,Grocery Store,Donut Shop,Chinese Restaurant,Steakhouse,Brewery,Breakfast Spot,Bakery,Furniture / Home Store,Gym / Fitness Center,Café,Gas Station,Variety of Cuisines
357,Hillsdale College,33 E College St,Hillsdale,-84.633195,41.933682,96.0,21918.0,2209.0,795.0,655.0,740.0,620.0,725.0,29.0,32.0,9.0,35.98913535536442,3,Most Selective/Highest Scores,4,Pizza Place,Fast Food Restaurant,Grocery Store,Campground,Discount Store,Bar,Pharmacy,Sandwich Place,Italian Restaurant,Convenience Store,Park,BBQ Joint,Bakery,Gym / Fitness Center,Gun Range,Pizza and Dessert
358,Hiram College, ,Hiram,-81.14398100000001,41.3107,73.0,21700.0,2687.0,1548.0,460.0,600.0,470.0,590.0,18.0,25.0,13.0,57.61071827316711,1,Least Selective/Lower Scores,4,Grocery Store,Coffee Shop,Sandwich Place,Fast Food Restaurant,Farmers Market,Park,Discount Store,Bar,Pizza Place,Post Office,Rest Area,Construction & Landscaping,Convenience Store,Bowling Alley,Chinese Restaurant,Pizza and Dessert
359,Hiwassee College,225 Hiwassee College Drive,Madisonville,-84.36411700000001,35.558912,100.0,11434.0,340.0,228.0,500.0,520.0,530.0,570.0,17.0,22.0,8.0,67.05882352941175,2,Less Selective/Lowest Scores,2,Fast Food Restaurant,Pizza Place,American Restaurant,Pharmacy,Gas Station,Sandwich Place,Grocery Store,Video Store,Pet Store,Other Great Outdoors,Discount Store,Restaurant,Fried Chicken Joint,Home Service,Historic Site,Fast Food
360,Hobart William Smith Colleges,337 Pulteney Street,Geneva,-76.985516,42.858131,92.0,38311.0,4453.0,2546.0,580.0,670.0,570.0,670.0,25.0,30.0,10.0,57.17493824388053,0,Less Selective/Medium Scores,1,American Restaurant,Bar,Vineyard,Pizza Place,Pub,Restaurant,Resort,Coffee Shop,Italian Restaurant,Ice Cream Shop,Hotel,New American Restaurant,Wine Bar,Discount Store,Supermarket,Outdoor Attractions
361,Hofstra University,100 Hofstra University,Hempstead,-73.60078,40.715959000000005,87.0,32443.0,27620.0,17456.0,580.0,660.0,570.0,670.0,24.0,30.0,13.0,63.2005792903693,0,Less Selective/Medium Scores,0,Grocery Store,Italian Restaurant,Pizza Place,Mexican Restaurant,Burger Joint,Department Store,Park,Deli / Bodega,BBQ Joint,Wine Shop,Sushi Restaurant,Supermarket,Chocolate Shop,Theme Park Ride / Attraction,Diner,Coffee and Casual
362,Hollins University,7916 Williamson Rd NW,Roanoke,-79.943277,37.354201,97.0,20560.0,3667.0,2344.0,560.0,660.0,510.0,620.0,24.0,29.0,10.0,63.92146168530134,0,Less Selective/Medium Scores,3,American Restaurant,Fast Food Restaurant,Hotel,Cosmetics Shop,Clothing Store,Lingerie Store,Sushi Restaurant,Restaurant,Italian Restaurant,Gas Station,Bookstore,Mexican Restaurant,Furniture / Home Store,Martial Arts Dojo,Greek Restaurant,Variety of Cuisines
363,Holy Cross College,54515 State Road 933 North,Notre Dame,-86.253822,41.698996,91.0,24399.0,597.0,527.0,560.0,690.0,540.0,710.0,23.0,32.0,13.0,88.2747068676717,0,Less Selective/Medium Scores,1,Hotel,Italian Restaurant,Café,Greek Restaurant,Farmers Market,Supermarket,Coffee Shop,Bar,Pizza Place,Deli / Bodega,Breakfast Spot,Gym,Gym / Fitness Center,Baseball Stadium,Grocery Store,Outdoor Attractions
364,Holy Family University,9801 Frankford Avenue,Philadelphia,-74.986451,40.060581,75.0,15074.0,1481.0,1066.0,475.0,560.0,460.0,530.0,18.0,22.0,12.0,71.97839297771776,2,Less Selective/Lowest Scores,0,Pizza Place,Park,Convenience Store,Deli / Bodega,Ice Cream Shop,Bakery,Diner,Café,Golf Course,Event Space,Bagel Shop,Bar,Grocery Store,Coffee Shop,Clothing Store,Coffee and Casual
365,Holy Names University,3500 Mountain Blvd,Oakland,-122.187804,37.802276,96.0,23416.0,2076.0,1454.0,270.0,330.0,443.0,540.0,17.0,22.0,7.0,70.03853564547207,2,Less Selective/Lowest Scores,0,Park,Mexican Restaurant,Trail,Bakery,Breakfast Spot,Pizza Place,Food Truck,Thai Restaurant,Movie Theater,Filipino Restaurant,Herbs & Spices Store,New American Restaurant,Science Museum,Farmers Market,Restaurant,Coffee and Casual
366,Hope College,100 E. 8th Street  Suite 260,Holland,-86.102089,42.787298,89.0,27812.0,4362.0,3298.0,570.0,670.0,540.0,660.0,23.0,29.0,11.0,75.60751948647409,0,Less Selective/Medium Scores,1,Coffee Shop,Brewery,Park,Bar,Hotel,Gift Shop,Frozen Yogurt Shop,American Restaurant,Ice Cream Shop,Pool,Sushi Restaurant,Gym / Fitness Center,Sandwich Place,Bookstore,Mexican Restaurant,Outdoor Attractions
367,Hope International University,2500 E Nutwood Ave,Fullerton,-117.88573000000001,33.87616,79.0,22354.0,584.0,172.0,460.0,540.0,470.0,550.0,19.0,23.0,13.0,29.45205479452055,2,Less Selective/Lowest Scores,3,Mexican Restaurant,Brewery,Fast Food Restaurant,BBQ Joint,Pizza Place,Burger Joint,Breakfast Spot,Coffee Shop,Gym / Fitness Center,Bakery,Garden,Trail,Donut Shop,Liquor Store,Farmers Market,Variety of Cuisines
368,Houston Baptist University,7502 Fondren Rd,Houston,-95.51595400000001,29.693819,91.0,21479.0,7051.0,4937.0,520.0,610.0,510.0,590.0,20.0,25.0,12.0,70.01843710112041,1,Least Selective/Lower Scores,0,Bakery,Fast Food Restaurant,Chinese Restaurant,Middle Eastern Restaurant,Cajun / Creole Restaurant,Burger Joint,Sushi Restaurant,Vietnamese Restaurant,Grocery Store,Latin American Restaurant,Gym / Fitness Center,Bagel Shop,Track,Mexican Restaurant,Frozen Yogurt Shop,Coffee and Casual
369,Howard Payne University,1000 Fisk St.,Brownwood,-98.98520400000001,31.716466999999998,89.0,22493.0,1576.0,913.0,480.0,560.0,470.0,540.0,18.0,23.0,9.0,57.931472081218274,2,Less Selective/Lowest Scores,4,Sandwich Place,Convenience Store,American Restaurant,Discount Store,Gym / Fitness Center,Fast Food Restaurant,Coffee Shop,Mexican Restaurant,Tex-Mex Restaurant,Baseball Field,Gun Shop,Grocery Store,Park,Beer Garden,Market,Pizza and Dessert
370,Howard University,2400 Sixth St NW,Washington,-77.018966,38.922391999999995,77.0,19196.0,20946.0,6617.0,590.0,650.0,550.0,635.0,22.0,27.0,10.0,31.59075718514275,0,Less Selective/Medium Scores,1,Coffee Shop,Ice Cream Shop,Cocktail Bar,Mediterranean Restaurant,BBQ Joint,Mexican Restaurant,Bakery,Park,Grocery Store,Wine Bar,Yoga Studio,Sculpture Garden,Seafood Restaurant,Asian Restaurant,Theater,Outdoor Attractions
371,Humboldt State University,1 Harpst Street,Arcata,-124.07829299999999,40.877481,73.0,,10957.0,8414.0,490.0,600.0,480.0,570.0,18.0,24.0,21.0,76.79109245231359,1,Least Selective/Lower Scores,0,Café,Mexican Restaurant,Grocery Store,Sandwich Place,Pizza Place,Restaurant,Italian Restaurant,Brewery,Sushi Restaurant,Supermarket,Farmers Market,Movie Theater,Seafood Restaurant,Diner,Lounge,Coffee and Casual
